chr	coor_s	coor_e	ids1	chr2	coor_s2	coor_e2	ids2	identity
2	106938397	106941476	id3629	21	35886997	35890233	id4108	0.910521
3	195614422	195693524	id4719	3	195746134	195750921	id4721	0.979841
12	76046173	76048466	id1512	3	120805886	120809071	id4566	0.928225
7	73286435	73330451	id6079	7	75217888	75528717	id6095	0.958308
7	142731559	142770298	id6237	9	33776727	33804532	id6578	0.936468
1	146053738	146905930	id319	16	70811383	71168670	id2552	0.994216
15	72605531	72609425	id2243	15	75245724	75304798	id2252	0.919004
10	46245413	46283277	id808	10	46286048	46316832	id809	0.912369
19	43354470	43365854	id3314	19	43369081	43380285	id3316	0.980936
1	187632178	187635031	id440	10	5456734	5458058	id602	0.90728
2	174309296	174311025	id3749	6	24001821	24003141	id5462	0.911787
3	27633021	27635439	id4426	8	69129635	69132027	id6415	0.953567
15	19987818	20428912	id2068	19	32979161	33029925	id3248	0.95139
1	16474442	16599132	id56	1	16849163	16905187	id63	0.976321
1	89582624	89593464	id228	6	131825867	131828439	id5679	0.917293
13	67831569	67832844	id1794	8	61202248	61203556	id6404	0.906299
9	33382097	33404045	id6565	9	65645191	66391387	id6632	0.967005
6	149965345	149976589	id5706	6	150058379	150065190	id5714	0.90081
1	180967720	180970078	id430	1	181060227	181062966	id432	0.939289
1	196774265	196779093	id453	1	196786971	196855915	id455	0.914818
1	146905969	147057418	id320	3	185643738	185645626	id4706	0.948257
1	10000	207666	id1	12	10043	20853	id1291	0.983054
11	86819394	86821772	id1183	2	70809934	70811421	id3536	0.915298
15	23123714	23226874	id2089	19	1876976	1881805	id3107	0.917936
5	37440063	37470195	id5131	5	100055044	100107193	id5248	0.968259
5	98391804	98393609	id5240	8	61578138	61579905	id6405	0.907281
12	7919233	7921628	id1322	8	86504851	86506947	id6444	0.92062
1	10000	207666	id1	7	63114887	63118260	id5967	0.918204
2	94571013	94947869	id3595	6	151034238	151049788	id5717	0.945102
8	143858045	143861805	id6515	8	143862848	143866608	id6516	0.996537
17	18628595	18772118	id2661	6	108663452	108664889	id5641	0.993041
13	92091538	92095990	id1824	15	32153205	32607507	id2138	0.915878
11	118035585	118038711	id1241	9	134030306	134032046	id6775	0.901972
21	10325509	10414915	id4052	8	62205921	62210813	id6406	0.905882
3	75309473	75337417	id4488	3	124065010	124081756	id4579	0.950328
10	119621371	119623483	id945	5	34907529	34911815	id5125	0.933333
1	187563072	187564184	id439	7	76651384	77065008	id6109	0.907834
11	118750201	118752097	id1248	13	86277269	86279507	id1809	0.927244
10	102479232	102481173	id931	2	110185037	110186837	id3643	0.919346
15	75846817	75850869	id2267	15	84150577	84270066	id2298	0.901966
1	76699755	76700958	id200	6	116038726	116039920	id5659	0.925926
1	148436939	149366538	id332	2	5624612	5657316	id3467	0.980206
20	51130710	51131745	id3999	3	110682203	110683234	id4550	0.900099
10	110450604	110451859	id938	9	36302680	36304057	id6596	0.913547
16	30341028	30343458	id2440	16	87926628	87929063	id2585	0.95654
1	42889641	42892363	id149	7	140453059	140455232	id6224	0.943302
4	84465897	84467044	id4897	9	97334020	97335163	id6716	0.942156
6	17609526	17611208	id5452	9	89297490	89300130	id6676	0.90713
13	40989563	40992799	id1736	6	153004461	153007120	id5721	0.92227
1	46239997	46242959	id157	19	22925264	22928611	id3225	0.977145
8	50761609	50762863	id6389	9	94037963	94039222	id6700	0.923465
12	53153258	53154631	id1469	13	28598840	28600193	id1704	0.91679
10	60684300	60685407	id849	4	40785907	40787047	id4811	0.925926
12	131242803	131245500	id1590	12	131413596	131416292	id1599	0.962742
1	114704478	114705775	id272	6	5041027	5042327	id5436	0.948956
15	32153205	32607507	id2138	15	82809649	82827843	id2295	0.933528
9	42389578	43199905	id6610	9	62883195	62958371	id6623	0.983942
10	46561416	46991847	id811	10	55586416	55598252	id835	0.939134
11	35860184	35861591	id1052	6	85287814	85289072	id5613	0.904915
10	42779084	42796551	id775	10	47458988	47780368	id814	0.918429
3	185643738	185645626	id4706	8	99231270	99234459	id6461	0.930579
3	94505547	94507022	id4523	7	103098296	103099763	id6169	0.989093
19	12385985	12404553	id3134	19	12425555	12444343	id3135	0.964253
10	26899535	26913373	id655	10	36840101	36850423	id724	0.906011
15	23102958	23123138	id2088	3	41745800	41761164	id4447	0.928158
13	48326374	48328500	id1756	3	101592624	101594437	id4541	0.952407
19	58539020	58540918	id3445	19	58541072	58542895	id3446	0.948562
2	88972806	89330679	id3583	2	90077758	90190711	id3587	0.904515
13	18408106	18876015	id1621	4	136353500	136356315	id4965	0.947254
13	45376512	45379401	id1746	13	45380526	45383970	id1747	0.937739
2	106367374	106515037	id3627	6	160693181	160714411	id5735	0.96818
20	29865059	29884014	id3942	9	63542264	63823213	id6626	0.945168
1	81721611	81725754	id213	22	40824594	40827232	id4323	0.939979
22	12776204	12818137	id4155	4	49486924	49631297	id4820	0.95047
10	130105909	130108840	id953	13	49884799	49894236	id1758	0.910937
1	86502072	86508227	id219	3	185558963	185575621	id4705	0.902106
15	28463185	28856539	id2116	20	13614933	13625795	id3904	0.959442
1	91531953	91535540	id232	3	52254433	52257520	id4471	0.93128
11	107176212	107177753	id1218	7	21219977	21221525	id5807	0.905687
20	4031884	4035967	id3889	7	65257429	65261967	id6010	0.974359
20	57358638	57360238	id4009	3	40252153	40253768	id4445	0.912713
15	85169771	85272280	id2304	15	91038641	91039943	id2323	0.936972
10	29304852	29311696	id685	10	30610772	30617353	id699	0.906444
21	9594592	9699780	id4049	4	189685896	189763326	id5041	0.976508
7	56031858	56069924	id5912	7	65007222	65106458	id6008	0.915649
5	138506094	138508818	id5295	7	151502504	151504316	id6268	0.947222
22	18339129	18433513	id4179	22	18483513	18518714	id4180	0.993317
10	30349959	30356087	id693	15	75810078	75815578	id2265	0.901911
5	1326294	1327628	id5073	5	1327689	1329022	id5074	0.919488
17	5119454	5122470	id2628	17	18384909	18569991	id2659	0.946894
18	9535670	9537608	id2985	2	100424610	100428272	id3617	0.929834
2	218200329	218201856	id3821	6	75318568	75320067	id5602	0.902564
1	100330444	100332478	id245	5	133955516	133960021	id5285	0.947948
12	131246366	131251033	id1591	12	131407899	131412764	id1598	0.915948
18	14774903	14901073	id3016	5	169951597	169958798	id5355	0.916903
12	92859169	92860893	id1529	2	85542974	85545280	id3567	0.944793
19	19787685	19789135	id3165	19	20605487	20606674	id3177	0.915179
1	172441655	172442814	id416	11	33075508	33076656	id1050	0.921378
11	59898754	59902243	id1121	4	55367593	55373096	id4824	0.908557
17	21399777	21451298	id2685	17	26936758	27010694	id2709	0.969584
10	1040022	1041506	id587	2	138307655	138309111	id3702	0.921721
1	12855323	12954384	id44	1	147841815	147842996	id325	0.900519
13	28598840	28600193	id1704	13	36938172	36939526	id1721	0.901335
12	63529638	63752467	id1494	7	29652963	29751923	id5832	0.956965
21	32564217	32569106	id4098	6	153433820	153464646	id5724	0.919576
3	186863575	186867469	id4711	7	65257429	65261967	id6010	0.982143
15	22226634	22251796	id2078	16	87502647	87505102	id2582	0.931266
15	62953033	62954530	id2228	9	109532428	109534473	id6740	0.901361
5	21453103	21573328	id5103	5	100374704	100401226	id5250	0.967137
1	227513388	227521873	id520	1	247497385	247509851	id566	0.917628
12	29389278	29394650	id1401	5	25188466	25191009	id5113	0.959763
14	21563756	21566024	id1878	3	94075110	94077240	id4521	0.91587
17	45414926	45592740	id2848	2	148216451	148217779	id3711	0.936203
1	93360618	93362592	id237	5	152440124	152442411	id5337	0.949974
5	80388940	80391120	id5213	6	2663642	2665812	id5419	0.963477
14	70229775	70253402	id1968	7	100572228	100573867	id6156	0.954502
17	14019962	14030804	id2637	17	14230542	14241379	id2639	0.990379
12	110428606	110430385	id1559	6	34244829	34246217	id5533	0.969653
11	91897737	91900420	id1198	3	127309728	127312408	id4589	0.968972
15	25946971	25951178	id2107	15	30894273	30895578	id2133	0.92423
15	28282650	28463178	id2115	3	41808897	41815478	id4449	0.92195
14	105973843	105999822	id2027	15	19987818	20428912	id2068	0.930965
4	225942	239787	id4750	4	410440	424653	id4755	0.916044
19	21665924	21680631	id3194	19	21705165	21714937	id3195	0.926036
16	61634616	61635659	id2541	7	92333961	92335011	id6130	0.925743
17	5122481	5140948	id2629	17	20309890	20560909	id2673	0.948967
11	49898285	49965349	id1081	11	54566289	54742345	id1097	0.935031
1	65226062	65231088	id183	17	31345374	31348726	id2758	0.994333
3	198113944	198235559	id4746	4	189975803	190000000	id5043	0.919912
4	45139051	45152834	id4816	9	41230193	42244769	id6608	0.91866
19	53265769	53275050	id3381	19	53310331	53317149	id3384	0.934015
6	31283952	31285492	id5506	6	31367145	31368682	id5509	0.939176
1	185226732	185227755	id438	11	56357272	56358289	id1107	0.900099
14	31092906	31096450	id1895	6	89059935	89063108	id5620	0.927922
1	45016400	45020779	id155	4	129135012	129137787	id4961	0.912979
1	246605408	246607458	id558	21	42917092	42918568	id4116	0.902122
22	25258590	25284823	id4265	22	25415392	25426013	id4272	0.925856
20	23782229	23832714	id3915	20	23889551	23892781	id3918	0.938399
18	32129117	32130717	id3039	5	55528667	55530225	id5161	0.969638
8	139755252	139756353	id6500	8	139756383	139757483	id6501	0.929026
14	106000761	106017498	id2028	15	21298795	21778502	id2076	0.962085
10	49515152	49517557	id817	12	61230986	61233379	id1488	0.907104
1	159918132	159920538	id390	8	106696756	106698042	id6468	0.971206
2	77953830	77955237	id3555	3	190874717	190878212	id4714	0.975646
13	71674954	71676001	id1800	2	174719799	174720851	id3750	0.978907
15	98100421	98108062	id2334	15	99002402	99010622	id2335	0.944892
12	54801873	54803617	id1472	9	94286527	94288519	id6701	0.902021
2	89753993	89772441	id3585	2	91840071	92084545	id3593	0.957307
21	5499012	5627596	id4027	21	6211371	6377258	id4031	0.999991
13	71997529	71998740	id1801	6	57967068	58278598	id5571	0.935393
15	36613401	36615477	id2152	2	25808672	25810716	id3484	0.914841
19	40830651	40855617	id3295	19	41024140	41031290	id3301	0.901867
11	112180560	112185331	id1225	17	20111608	20115149	id2671	0.925037
3	181864786	181867153	id4694	5	29847053	29849215	id5117	0.915116
15	19987818	20428912	id2068	2	13368854	13423411	id3478	0.955767
1	227624513	227633558	id524	12	123548417	123558763	id1573	0.911296
2	232378041	232383859	id3845	2	232406152	232411442	id3846	0.924085
22	29399343	29409561	id4286	22	32150491	32158285	id4302	0.975981
6	100049831	100051358	id5631	8	61202248	61203556	id6404	0.904013
11	3988344	3989603	id993	7	121050786	121052011	id6187	0.909016
14	56978381	56979692	id1944	6	31280288	31281571	id5504	0.905255
17	18628595	18772118	id2661	6	108679824	108684769	id5642	0.98541
10	37660587	37673320	id750	10	42911016	42923463	id781	0.920585
16	53627740	53628831	id2528	3	101115874	101116912	id4538	0.961127
13	20961230	20962281	id1653	15	52885517	52886548	id2209	0.934911
16	22419484	22545154	id2418	16	87856139	87923479	id2584	0.955569
19	21219851	21222610	id3187	19	21385690	21388905	id3191	0.901288
10	92668440	92669847	id906	3	185245155	185246545	id4702	0.907714
2	189311190	189312586	id3773	6	19612857	19614093	id5457	0.902399
4	103077607	103079755	id4920	6	99175427	99177587	id5629	0.961251
17	22375853	22399544	id2698	17	22400483	22519144	id2699	0.945742
6	84176960	84178661	id5611	6	129850688	129852402	id5676	0.935769
5	34066024	34407995	id5124	6	26666988	27002570	id5468	0.979749
7	56673687	56708742	id5930	7	57152763	57166698	id5935	0.912275
6	149925737	149927116	id5704	6	150037897	150039246	id5712	0.908955
11	65174116	65175491	id1138	6	73055085	73056771	id5597	0.918142
19	54219877	54225093	id3404	19	54239621	54244927	id3405	0.971418
10	43787124	43790442	id786	15	57246573	57247983	id2215	0.904864
7	63993638	63995225	id5981	7	64005959	64007219	id5982	0.9152
6	31815225	31817690	id5512	6	31827421	31829884	id5513	0.980512
1	17406761	17409197	id66	11	62371967	62375531	id1130	0.94942
1	182941299	182942524	id434	17	43144844	43146711	id2830	0.922804
13	53904188	53906935	id1778	8	47024750	47027506	id6383	0.97777
7	66814370	66836037	id6050	7	76170860	76177734	id6104	0.920119
10	42396305	42506072	id771	10	45811837	45876166	id801	0.901631
15	30044722	30046094	id2126	17	78170815	78172720	id2962	0.963154
7	66652947	66656743	id6039	7	66737098	66746564	id6045	0.911637
17	5122481	5140948	id2629	17	18384909	18569991	id2659	0.950032
14	69083350	69085699	id1966	5	98679354	98681856	id5242	0.915284
5	181088672	181090182	id5407	5	181090281	181091659	id5408	0.986212
17	27063658	27078646	id2712	18	8317157	8332074	id2981	0.905804
5	98338735	98340406	id5239	7	5527149	5529666	id5777	0.906723
15	30076788	30618102	id2127	15	30899427	30900685	id2134	0.956876
13	19525791	19533813	id1640	13	40713967	40719211	id1728	0.912682
22	12028037	12225588	id4150	22	12868137	12904788	id4156	0.975326
21	10662108	10663734	id4056	21	10665158	10666711	id4057	0.913493
19	47365221	47367359	id3333	3	190874717	190878212	id4714	0.981194
3	198056115	198078245	id4742	9	97131336	97270343	id6715	0.90666
19	50603457	50606858	id3346	2	77953830	77955237	id3555	0.964441
11	55860126	55894019	id1101	11	89700751	89922445	id1191	0.924077
16	31546670	31548327	id2446	16	31807320	31808974	id2456	0.946914
10	38595718	38597408	id756	7	65490786	65725022	id6012	0.943223
1	207652063	207659525	id484	1	207756530	207763640	id488	0.918028
15	50944620	50946572	id2205	7	106125330	106127895	id6175	0.904762
4	73938273	73939618	id4871	6	32325154	32326494	id5523	0.918133
2	58251629	58252686	id3518	21	10325509	10414915	id4052	0.948424
2	202773151	202774391	id3795	4	88521000	88523728	id4904	0.952572
10	29578051	29591490	id690	10	30638732	30651425	id701	0.9124
19	50074454	50090966	id3344	19	50608569	50623425	id3347	0.980487
5	143332618	143334739	id5326	7	51258212	51260180	id5889	0.913769
2	108595887	108601811	id3634	2	109731396	110101714	id3641	0.977597
4	45028326	45032745	id4815	9	65645191	66391387	id6632	0.901786
17	16679149	16875883	id2652	17	20883174	20906980	id2681	0.965353
15	28904825	28907446	id2118	15	34378801	34437851	id2140	0.926749
22	31204482	31207013	id4298	4	122075412	122077937	id4954	0.985347
1	79053921	79056106	id206	8	49739195	49741372	id6388	0.912103
16	31600000	31629836	id2450	16	31726769	31757320	id2452	0.92355
15	84400000	84574893	id2300	15	91038641	91039943	id2323	0.927963
11	20591430	20592510	id1032	3	137196767	137197846	id4618	0.984245
1	178746345	178747757	id424	13	30553667	30555474	id1713	0.926882
16	1225687	1238837	id2358	16	1247503	1258598	id2360	0.972035
10	87965284	87966558	id896	17	56368070	56369427	id2879	0.958891
20	29447397	29451701	id3934	20	29756356	29852390	id3941	0.910621
9	38774620	39586678	id6604	9	92800000	92802896	id6689	0.922284
1	13122521	13393767	id46	1	147841815	147842996	id325	0.900519
10	97430376	97433443	id919	3	9348393	9350081	id4378	0.912835
14	57206801	57210064	id1947	4	62818277	62820601	id4831	0.96202
3	75280685	75309278	id4487	3	125935175	125956793	id4583	0.959787
11	43130956	43133636	id1056	9	10411	203762	id6521	0.917205
10	46326364	46514258	id810	6	24001821	24003141	id5462	0.92011
17	56368070	56369427	id2879	9	33674359	33675627	id6573	0.955854
1	44103046	44104705	id152	3	138101225	138102994	id4620	0.911209
3	72884335	72885826	id4481	8	97851405	97852600	id6457	0.920875
7	97745200	97772711	id6138	8	46758259	46777729	id6381	0.914171
10	63153508	63155026	id850	3	46023097	46024919	id4460	0.935461
14	80488210	80489909	id1980	6	19226051	19227749	id5456	0.952635
13	30524550	30525720	id1712	4	84360169	84361357	id4896	0.964897
17	21844881	21851154	id2692	7	57823887	57868050	id5949	0.952566
19	5863334	5864595	id3117	19	5876603	5877848	id3118	0.915378
12	29339197	29340396	id1400	5	84566930	84568132	id5220	0.921783
1	240755829	240762307	id545	2	172165403	172167036	id3745	0.939925
4	139057861	139060676	id4967	6	1512335	1514669	id5417	0.926735
17	30597880	30616027	id2747	17	68096516	68113593	id2944	0.903379
12	63821822	63824353	id1495	13	25096012	25098571	id1693	0.911682
1	248162768	248166510	id570	1	248305306	248308342	id575	0.9044
1	8610392	8614277	id33	15	22290673	22308242	id2082	0.963443
5	179633979	179645395	id5399	5	179651252	179658566	id5401	0.97536
17	21451354	21526179	id2686	17	22400483	22519144	id2699	0.945678
1	248267942	248269170	id571	1	248284843	248286411	id573	0.909925
1	86551321	86553348	id220	14	105009940	105011935	id2012	0.908022
17	32008863	32104799	id2761	19	14245705	14255986	id3139	0.970927
16	89934725	89936092	id2594	6	89302056	89303417	id5621	0.903803
10	42812000	42860868	id776	22	15200000	15934152	id4157	0.925946
11	114548886	114562591	id1235	17	21818342	21825045	id2690	0.941866
19	37042414	37045085	id3274	22	16680506	16766359	id4168	0.909479
11	67706564	67996174	id1146	9	90210076	90234968	id6679	0.913979
10	133740466	133787422	id970	4	190173121	190204555	id5045	0.993522
19	52634411	52635584	id3364	19	53429817	53458910	id3394	0.900441
20	47818701	47849368	id3977	20	48117022	48128286	id3983	0.931587
1	207504628	207580628	id481	1	207676113	207718405	id486	0.922942
6	146805862	146813450	id5698	6	146813480	146820368	id5699	0.95783
13	35094512	35133766	id1719	15	20647412	20689298	id2070	0.937125
2	98138	103058	id3450	21	46672945	46699983	id4137	0.918474
2	156265766	156267091	id3723	4	116559786	116561100	id4946	0.910891
22	25415392	25426013	id4272	22	25559573	25569251	id4278	0.94268
1	157128351	157129548	id378	7	25122825	25124129	id5821	0.901024
1	70530284	70532474	id192	2	42824727	42827702	id3503	0.929471
22	21151091	21443089	id4206	22	24236854	24268803	id4252	0.964333
12	65644309	65646441	id1497	3	101592624	101594437	id4541	0.945129
7	76101793	76105300	id6100	7	76168030	76170842	id6103	0.924426
4	209701	223700	id4749	4	381997	399611	id4754	0.906873
2	55449935	55451384	id3513	2	55455038	55456470	id3514	0.939246
3	11484535	11492484	id4391	8	127311580	127317906	id6487	0.933863
7	100179774	100194549	id6148	7	102378887	102384829	id6167	0.930667
13	18408106	18876015	id1621	21	27844216	28027212	id4082	0.967515
9	104602749	104607727	id6731	9	104614415	104618206	id6732	0.932198
